상품상태,카테고리ID,상품명,판매가,재고수량,대표 이미지 파일명,상품 상세정보,판매자 상품코드,제조사,브랜드,부가세,원산지 직접입력,배송방법,배송비 유형,기본배송비,배송비 결제방식,반품배송비,교환배송비,지역별 차등배송비 정보,옵션형태,대카테고리,중카테고리,소카테고리
중고상품,51414035,양도양수 믹서 프리미엄 2816,1855339,896,4291638659_QNYxphvjCv_1756948883_img64.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 믹서, 220V, 소비전력 0.5kW, 크기 200x200x400mm</div>",CH3081401,LG,LG,과세상품,수입산_아시아_중국,직배송,유료,10000,착불 또는 선결제,5000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,유지보수,믹서
신상품,54734996,스팀오븐 스탠다드 9104,4843435,463,8259114226_qXYfEjSHuW_1756948883_img49.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 스팀오븐, 220V, 소비전력 3.8kW, 크기 1200x800x700mm</div>",CH8782316,브레빌,브레빌,과세상품,독일,"택배, 소포, 등기",무료,0,선결제,3000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,상업용기기,스팀오븐
중고상품,58632791,전자레인지 스탠다드 8473,1945917,832,6607116918_dGieUNBhuJ_1756948883_img99.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 전자레인지, 220V, 소비전력 1.0kW, 크기 500x300x300mm</div>",CH7636566,브레빌,브레빌,과세상품,수입산_아시아_중국,직배송,무료,5000,선결제,0,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,계약관리,전자레인지
렌탈상품,50142344,렌탈 커피머신 스탠다드 4715,3629223,300,4747736656_LhefzQGaHc_1756948883_img14.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 커피머신, 220V, 소비전력 1.2kW, 크기 300x400x400mm</div>",CH2009830,LG,LG,과세상품,중국,화물배송,유료,15000,착불 또는 선결제,10000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,계약관리,커피머신
신상품,53234752,식기세척기 스탠다드 6238,1774443,604,2401729804_YYSzlcYatn_1756948883_img31.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH2668486,델롱기,델롱기,과세상품,이탈리아,"택배, 소포, 등기",무료,0,선결제,5000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,양도양수,식기세척기
렌탈상품,56107218,렌탈 그릴 프리미엄 2620,1856109,455,7397487708_PNxLMHsuba_1756948883_img76.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 그릴, 220V, 소비전력 2.5kW, 크기 700x400x200mm</div>",CH1713642,델롱기,델롱기,과세상품,수입산_아시아_중국,직배송,유료,10000,착불 또는 선결제,10000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,상업용기기,그릴
렌탈상품,56755446,렌탈 그릴 스탠다드 8679,3094989,627,3472255866_GCxwzXagqr_1756948883_img69.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 그릴, 220V, 소비전력 2.5kW, 크기 700x400x200mm</div>",CH2496228,LG,LG,과세상품,중국,렌탈배송,유료,0,착불 또는 선결제,15000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,양도양수,그릴
중고상품,57664893,양도양수 스팀오븐 프리미엄 8492,1769691,198,1535305139_WxAyaXvoWw_1756948883_img54.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 스팀오븐, 220V, 소비전력 3.8kW, 크기 1200x800x700mm</div>",CH5215496,네스프레소,네스프레소,과세상품,일본,직배송,수량별,3000,착불 또는 선결제,3000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,유지보수,스팀오븐
신상품,55204007,식기세척기 프리미엄 6687,1396533,42,9113509540_FUbfeqVsZi_1756948883_img27.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH7722124,키친에이드,키친에이드,과세상품,미국,렌탈배송,유료,5000,착불 또는 선결제,3000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,상업용기기,식기세척기
렌탈상품,59709819,렌탈 블렌더 스탠다드 5347,2845196,140,6323332774_DIoWfyzlCp_1756948883_img63.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 블렌더, 220V, 소비전력 0.7kW, 크기 200x200x450mm</div>",CH6452045,네스프레소,네스프레소,과세상품,독일,화물배송,무료,0,선결제,5000,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/가정용,렌탈서비스,블렌더
렌탈상품,59011163,렌탈 커피머신 스탠다드 2697,4564416,143,2935446625_ZLsHmmyRuO_1756948883_img14.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 커피머신, 220V, 소비전력 1.2kW, 크기 300x400x400mm</div>",CH4021805,삼성,삼성,과세상품,독일,렌탈배송,무료,12000,선결제,15000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,계약관리,커피머신
중고상품,50416996,양도양수 믹서 스탠다드 9263,2607366,282,4818939586_mURximbtYR_1756948883_img49.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 믹서, 220V, 소비전력 0.5kW, 크기 200x200x400mm</div>",CH4683172,삼성,삼성,과세상품,수입산_아시아_중국,화물배송,수량별,12000,착불 또는 선결제,10000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,상업용기기,믹서
렌탈상품,52314993,렌탈 커피머신 스탠다드 8788,3466555,691,1011323039_lraFwLVSeU_1756948883_img90.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 커피머신, 220V, 소비전력 1.2kW, 크기 300x400x400mm</div>",CH1024396,삼성,삼성,과세상품,이탈리아,화물배송,유료,15000,착불 또는 선결제,3000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,계약관리,커피머신
중고상품,51972730,양도양수 오븐 스탠다드 5251,3678600,166,6787720495_HbDslcUIhQ_1756948883_img93.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 오븐, 220V, 소비전력 3.5kW, 크기 1200x800x600mm</div>",CH2957512,브레빌,브레빌,과세상품,미국,렌탈배송,유료,15000,착불 또는 선결제,3000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/가정용,렌탈서비스,오븐
렌탈상품,53615976,렌탈 전자레인지 스탠다드 4189,1634119,478,7166575983_kfsjbmNLxd_1756948883_img53.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 전자레인지, 220V, 소비전력 1.0kW, 크기 500x300x300mm</div>",CH3140504,보쉬,보쉬,과세상품,수입산_아시아_중국,화물배송,무료,15000,선결제,0,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/가정용,렌탈서비스,전자레인지
렌탈상품,56974357,렌탈 냉장고 스탠다드 8339,4240553,377,2677648823_WurBudeZXm_1756948883_img43.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 냉장고, 220V, 소비전력 2.0kW, 크기 1800x900x800mm</div>",CH5976144,키친에이드,키친에이드,과세상품,미국,렌탈배송,유료,3000,착불 또는 선결제,3000,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,양도양수,냉장고
신상품,50131646,믹서 프리미엄 9254,289387,235,4193699123_wGeITlYUhK_1756948883_img88.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 믹서, 220V, 소비전력 0.5kW, 크기 200x200x400mm</div>",CH3584547,LG,LG,과세상품,중국,직배송,유료,3000,착불 또는 선결제,15000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,계약관리,믹서
신상품,57879698,양도양수 전자레인지 프리미엄 2378,706664,277,6941434856_wundpxaZSy_1756948883_img61.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 전자레인지, 220V, 소비전력 1.0kW, 크기 500x300x300mm</div>",CH2702777,브레빌,브레빌,과세상품,이탈리아,직배송,무료,3000,선결제,5000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,계약관리,전자레인지
신상품,58777846,냉장고 스탠다드 4793,2280107,506,3799940952_iAvrJgKqyA_1756948883_img48.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 냉장고, 220V, 소비전력 2.0kW, 크기 1800x900x800mm</div>",CH6394635,키친에이드,키친에이드,과세상품,독일,직배송,무료,15000,선결제,3000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,양도양수,냉장고
중고상품,53298581,양도양수 믹서 프리미엄 9997,3501845,633,1958714987_gIuijjZrCg_1756948883_img69.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 믹서, 220V, 소비전력 0.5kW, 크기 200x200x400mm</div>",CH3575383,키친에이드,키친에이드,과세상품,대한민국,"택배, 소포, 등기",유료,10000,착불 또는 선결제,15000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,계약관리,믹서
신상품,56930477,냉장고 프리미엄 1009,4770159,457,4305129427_IlTrzMoixc_1756948883_img89.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 냉장고, 220V, 소비전력 2.0kW, 크기 1800x900x800mm</div>",CH1407962,네스프레소,네스프레소,과세상품,수입산_아시아_중국,직배송,무료,0,선결제,5000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,양도양수,냉장고
렌탈상품,52426659,렌탈 그릴 프리미엄 8968,3953586,650,5020373402_xjEhFqSjnj_1756948883_img36.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 그릴, 220V, 소비전력 2.5kW, 크기 700x400x200mm</div>",CH9945654,쿠진아트,쿠진아트,과세상품,일본,직배송,유료,3000,착불 또는 선결제,5000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,양도양수,그릴
렌탈상품,50911578,렌탈 냉장고 프리미엄 4345,4061592,261,5823411015_OZiydUtiKD_1756948883_img39.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 냉장고, 220V, 소비전력 2.0kW, 크기 1800x900x800mm</div>",CH3392194,브레빌,브레빌,과세상품,독일,렌탈배송,무료,5000,선결제,15000,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,양도양수,냉장고
렌탈상품,53855863,렌탈 블렌더 프리미엄 3986,1832547,695,9138672161_GuFDzMjfeu_1756948883_img40.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 블렌더, 220V, 소비전력 0.7kW, 크기 200x200x450mm</div>",CH8116321,쿠진아트,쿠진아트,과세상품,수입산_아시아_중국,"택배, 소포, 등기",무료,10000,선결제,15000,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,유지보수,블렌더
중고상품,59065564,식기세척기 스탠다드 7847,3331053,833,1330313436_PGDaOlodJu_1756948883_img45.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH6948524,브레빌,브레빌,과세상품,대한민국,화물배송,유료,15000,착불 또는 선결제,15000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,양도양수,식기세척기
신상품,58168708,양도양수 제빙기 스탠다드 8642,2957876,407,7833927992_LtZbxmDDPd_1756948883_img48.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 제빙기, 220V, 소비전력 1.5kW, 크기 600x500x800mm</div>",CH3456948,쿠진아트,쿠진아트,과세상품,이탈리아,렌탈배송,유료,5000,착불 또는 선결제,5000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,계약관리,제빙기
렌탈상품,55159215,렌탈 그릴 프리미엄 8999,4378913,332,6743868026_XVxXVtHjeq_1756948883_img36.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 그릴, 220V, 소비전력 2.5kW, 크기 700x400x200mm</div>",CH5998785,네스프레소,네스프레소,과세상품,일본,"택배, 소포, 등기",무료,12000,선결제,3000,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,계약관리,그릴
렌탈상품,57538546,렌탈 커피머신 스탠다드 9307,1918525,364,4289206553_XGmbakSqlH_1756948883_img29.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 커피머신, 220V, 소비전력 1.2kW, 크기 300x400x400mm</div>",CH5940759,삼성,삼성,과세상품,수입산_아시아_중국,"택배, 소포, 등기",수량별,5000,착불 또는 선결제,10000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,양도양수,커피머신
중고상품,57399918,양도양수 커피머신 스탠다드 5333,2972500,78,4252734939_cyuuELEOKS_1756948883_img91.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 커피머신, 220V, 소비전력 1.2kW, 크기 300x400x400mm</div>",CH9258633,보쉬,보쉬,과세상품,중국,렌탈배송,수량별,15000,착불 또는 선결제,3000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,계약관리,커피머신
렌탈상품,58086285,렌탈 블렌더 스탠다드 3519,4121828,477,4759126811_XzVsfJtfMu_1756948883_img13.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 블렌더, 220V, 소비전력 0.7kW, 크기 200x200x450mm</div>",CH9104972,삼성,삼성,과세상품,미국,화물배송,무료,15000,선결제,15000,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,렌탈서비스,블렌더
중고상품,55043091,그릴 스탠다드 7321,4742142,340,8990430239_lTMvRCIemo_1756948883_img36.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 그릴, 220V, 소비전력 2.5kW, 크기 700x400x200mm</div>",CH4048404,브레빌,브레빌,과세상품,중국,화물배송,유료,0,착불 또는 선결제,5000,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,렌탈서비스,그릴
중고상품,59433214,양도양수 냉장고 프리미엄 1824,94867,250,6365127874_nGAFlOcNVg_1756948883_img58.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 냉장고, 220V, 소비전력 2.0kW, 크기 1800x900x800mm</div>",CH9315383,보쉬,보쉬,과세상품,중국,렌탈배송,무료,12000,선결제,3000,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,상업용기기,냉장고
중고상품,59278852,제빙기 프리미엄 4940,3286411,547,2833062875_BGicIjQwQn_1756948883_img76.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 제빙기, 220V, 소비전력 1.5kW, 크기 600x500x800mm</div>",CH2070357,LG,LG,과세상품,수입산_아시아_중국,렌탈배송,유료,12000,착불 또는 선결제,5000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,렌탈서비스,제빙기
신상품,57194144,식기세척기 스탠다드 3911,4599444,772,7108869189_pQArJOErIj_1756948883_img69.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH3629426,보쉬,보쉬,과세상품,대한민국,화물배송,무료,15000,선결제,0,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,양도양수,식기세척기
렌탈상품,58330389,렌탈 커피머신 스탠다드 4927,4371080,13,1132001628_oQZlgHoAyS_1756948883_img56.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 커피머신, 220V, 소비전력 1.2kW, 크기 300x400x400mm</div>",CH2407846,쿠진아트,쿠진아트,과세상품,미국,렌탈배송,수량별,15000,착불 또는 선결제,15000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,렌탈서비스,커피머신
신상품,55960989,양도양수 냉장고 프리미엄 7834,4634959,761,3611815461_lOxwcSeAYl_1756948883_img81.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 냉장고, 220V, 소비전력 2.0kW, 크기 1800x900x800mm</div>",CH9004594,삼성,삼성,과세상품,중국,직배송,수량별,15000,착불 또는 선결제,0,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,유지보수,냉장고
렌탈상품,50584145,렌탈 냉장고 스탠다드 2625,334715,608,9514272368_HgMrmowHtB_1756948883_img47.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 냉장고, 220V, 소비전력 2.0kW, 크기 1800x900x800mm</div>",CH4385347,브레빌,브레빌,과세상품,일본,직배송,수량별,0,착불 또는 선결제,10000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,렌탈서비스,냉장고
중고상품,59995771,식기세척기 프리미엄 2064,2347988,960,4148989607_ByDssepHWl_1756948883_img17.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH5632291,보쉬,보쉬,과세상품,중국,"택배, 소포, 등기",수량별,3000,착불 또는 선결제,15000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,렌탈서비스,식기세척기
중고상품,54016029,렌탈계약 프리미엄 3509,3337904,171,5645953973_WztrnZyqwE_1756948883_img16.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 렌탈계약, 렌탈 계약서, 계약 기간 1-5년</div>",CH8322325,삼성,삼성,과세상품,이탈리아,"택배, 소포, 등기",수량별,0,착불 또는 선결제,3000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,계약관리,렌탈계약
신상품,54127292,양도양수 식기세척기 스탠다드 4731,2077206,199,9146720302_aAWgSnrCsk_1756948883_img30.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH5439305,브레빌,브레빌,과세상품,수입산_아시아_중국,화물배송,유료,3000,착불 또는 선결제,10000,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,계약관리,식기세척기
중고상품,55835267,양도양수 전자레인지 프리미엄 5200,2324078,97,1274569133_bpeNbZWCnN_1756948883_img89.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 전자레인지, 220V, 소비전력 1.0kW, 크기 500x300x300mm</div>",CH4895712,키친에이드,키친에이드,과세상품,대한민국,화물배송,수량별,10000,착불 또는 선결제,3000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,양도양수,전자레인지
신상품,58671664,냉장고 스탠다드 2951,895895,439,3000121613_zMfFtZhHDT_1756948883_img92.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 냉장고, 220V, 소비전력 2.0kW, 크기 1800x900x800mm</div>",CH7333547,델롱기,델롱기,과세상품,미국,렌탈배송,무료,10000,선결제,5000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,렌탈서비스,냉장고
신상품,53489915,커피머신 프리미엄 6174,877819,471,3536220341_GUcCAIYOXy_1756948883_img46.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 커피머신, 220V, 소비전력 1.2kW, 크기 300x400x400mm</div>",CH3766766,쿠진아트,쿠진아트,과세상품,중국,렌탈배송,유료,0,착불 또는 선결제,10000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,렌탈서비스,커피머신
신상품,59578257,커피머신 스탠다드 5647,2239452,252,8528997367_DFYTLBvXjU_1756948883_img33.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 커피머신, 220V, 소비전력 1.2kW, 크기 300x400x400mm</div>",CH6408005,쿠진아트,쿠진아트,과세상품,이탈리아,직배송,무료,10000,선결제,10000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,계약관리,커피머신
렌탈상품,50102363,렌탈 블렌더 스탠다드 2571,4183983,886,7382308971_MxWxrhOagw_1756948883_img67.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 블렌더, 220V, 소비전력 0.7kW, 크기 200x200x450mm</div>",CH9783698,네스프레소,네스프레소,과세상품,일본,직배송,유료,3000,착불 또는 선결제,5000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,상업용기기,블렌더
신상품,55030027,식기세척기 프리미엄 1210,2900864,765,3569332008_WoPwXlBWky_1756948883_img13.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH7462188,삼성,삼성,과세상품,이탈리아,"택배, 소포, 등기",수량별,12000,착불 또는 선결제,15000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,양도양수,식기세척기
신상품,58473044,양도양수 주서기 프리미엄 7630,1477195,612,3705470391_rtABLHddwI_1756948883_img32.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 주서기, 220V, 소비전력 0.8kW, 크기 250x250x400mm</div>",CH2844935,델롱기,델롱기,과세상품,일본,직배송,무료,0,선결제,10000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/가정용,렌탈서비스,주서기
